id,word,translation_vi,topic,certificate,emoji,emoji_name,emoji_evaluation,image_url
"mv-an-001","cage","cái lồng","animals","movers","🔒","lock","⚠️ Cần xem lại (Tên emoji: lock)",""
"mv-an-002","fly","con ruồi","animals","movers","🪰","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-an-003","kitten","con mèo con","animals","movers","🐱","cat","⚠️ Cần xem lại (Tên emoji: cat)",""
"mv-an-004","lion","con sư tử","animals","movers","🦁","lion","✅",""
"mv-an-005","panda","con gấu trúc","animals","movers","🐼","panda_face","✅",""
"mv-an-006","puppy","con chó con","animals","movers","🐶","dog","⚠️ Cần xem lại (Tên emoji: dog)",""
"mv-an-007","rabbit","con thỏ","animals","movers","🐰","rabbit","✅",""
"mv-an-008","snail","con ốc sên","animals","movers","🐌","snail","✅",""
"fl-an-021","beetle","con bọ cánh cứng","animals","flyers","🪲","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-an-022","creature","sinh vật","animals","flyers","🐾","paw_prints","⚠️ Cần xem lại (Tên emoji: paw prints)",""
"fl-an-023","dinosaur","khủng long","animals","flyers","🦕","sauropod","✅",""
"fl-an-024","extinct","tuyệt chủng","animals","flyers","❌","x","✅",""
"fl-an-025","fur","bộ lông (thú)","animals","flyers","🦱","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-an-026","insect","côn trùng","animals","flyers","🐛","bug","⚠️ Cần xem lại (Tên emoji: bug)",""
"fl-an-027","nest","tổ chim","animals","flyers","🪹","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-an-028","tortoise","con rùa","animals","flyers","🐢","turtle","⚠️ Cần xem lại (Tên emoji: turtle)",""
"fl-an-029","wild","hoang dã","animals","flyers","🌿","herb","⚠️ Cần xem lại (Tên emoji: herb)",""
"fl-an-030","wing","cánh","animals","flyers","🪶","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fm-001","baby","em bé","family","starters","👶","baby","✅",""
"st-fm-002","boy","bé trai","family","starters","👦","boy","✅",""
"st-fm-003","brother","anh / em trai","family","starters","👦","boy","⚠️ Cần xem lại (Tên emoji: boy)",""
"st-fm-004","child","đứa trẻ","family","starters","🧒","child","✅",""
"st-fm-005","classmate","bạn cùng lớp","family","starters","🧑‍🏫","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fm-006","cousin","anh / chị / em họ","family","starters","👫","couple","⚠️ Cần xem lại (Tên emoji: couple)",""
"st-fm-007","dad","ba / bố","family","starters","👨","man","⚠️ Cần xem lại (Tên emoji: man)",""
"st-fm-008","family","gia đình","family","starters","👨‍👩‍👧","family_man_woman_girl","✅",""
"st-fm-009","father","cha / bố","family","starters","👨","man","⚠️ Cần xem lại (Tên emoji: man)",""
"st-fm-010","friend","bạn bè","family","starters","🤝","handshake","⚠️ Cần xem lại (Tên emoji: handshake)",""
"st-fm-011","girl","bé gái","family","starters","👧","girl","✅",""
"st-fm-012","grandfather","ông nội / ông ngoại","family","starters","👴","older_man","⚠️ Cần xem lại (Tên emoji: older man)",""
"st-fm-013","grandma","bà (thân mật)","family","starters","👵","older_woman","⚠️ Cần xem lại (Tên emoji: older woman)",""
"st-fm-014","grandmother","bà nội / bà ngoại","family","starters","👵","older_woman","⚠️ Cần xem lại (Tên emoji: older woman)",""
"st-fm-015","grandpa","ông (thân mật)","family","starters","👴","older_man","⚠️ Cần xem lại (Tên emoji: older man)",""
"st-fm-016","kid","đứa trẻ (thân mật)","family","starters","🧒","child","⚠️ Cần xem lại (Tên emoji: child)",""
"st-fm-017","live","sống / sinh sống","family","starters","🏠","house","⚠️ Cần xem lại (Tên emoji: house)",""
"st-fm-018","man","người đàn ông","family","starters","👨","man","✅",""
"st-fm-019","mother","mẹ","family","starters","👩","woman","⚠️ Cần xem lại (Tên emoji: woman)",""
"st-fm-020","mum","mẹ (thân mật)","family","starters","👩","woman","⚠️ Cần xem lại (Tên emoji: woman)",""
"st-fm-021","old","già / nhiều tuổi","family","starters","👴","older_man","✅",""
"st-fm-022","person","người","family","starters","🧑","adult","⚠️ Cần xem lại (Tên emoji: adult)",""
"st-fm-023","sister","chị / em gái","family","starters","👧","girl","⚠️ Cần xem lại (Tên emoji: girl)",""
"st-fm-024","woman","người phụ nữ","family","starters","👩","woman","✅",""
"st-fm-025","young","trẻ / ít tuổi","family","starters","🌱","seedling","⚠️ Cần xem lại (Tên emoji: seedling)",""
"mv-fm-001","aunt","cô / dì / thím","family","movers","👩","woman","⚠️ Cần xem lại (Tên emoji: woman)",""
"mv-fm-002","daughter","con gái","family","movers","👧","girl","⚠️ Cần xem lại (Tên emoji: girl)",""
"mv-fm-003","granddaughter","cháu gái","family","movers","👧","girl","⚠️ Cần xem lại (Tên emoji: girl)",""
"mv-fm-004","grandparent","ông bà","family","movers","👴","older_man","⚠️ Cần xem lại (Tên emoji: older man)",""
"mv-fm-005","grandson","cháu trai","family","movers","👦","boy","⚠️ Cần xem lại (Tên emoji: boy)",""
"mv-fm-006","grown-up","người lớn","family","movers","🧑","adult","⚠️ Cần xem lại (Tên emoji: adult)",""
"mv-fm-007","parent","phụ huynh / cha mẹ","family","movers","👨‍👩‍👧","family_man_woman_girl","⚠️ Cần xem lại (Tên emoji: family man woman girl)",""
"mv-fm-008","son","con trai","family","movers","👦","boy","⚠️ Cần xem lại (Tên emoji: boy)",""
"mv-fm-009","uncle","chú / bác / cậu","family","movers","👨","man","⚠️ Cần xem lại (Tên emoji: man)",""
"fl-fm-001","husband","chồng","family","flyers","👨","man","⚠️ Cần xem lại (Tên emoji: man)",""
"fl-fm-002","married","đã kết hôn","family","flyers","💍","ring","⚠️ Cần xem lại (Tên emoji: ring)",""
"fl-fm-003","surname","họ (tên họ)","family","flyers","📛","name_badge","✅",""
"fl-fm-004","wife","vợ","family","flyers","👩","woman","⚠️ Cần xem lại (Tên emoji: woman)",""
"st-bf-001","arm","cánh tay","body_face","starters","💪","muscle","⚠️ Cần xem lại (Tên emoji: muscle)",""
"st-bf-002","body","cơ thể","body_face","starters","🧍","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-bf-003","ear","cái tai","body_face","starters","👂","ear","✅",""
"st-bf-004","eye","con mắt","body_face","starters","👁️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-bf-005","face","khuôn mặt","body_face","starters","👦","boy","⚠️ Cần xem lại (Tên emoji: boy)",""
"st-bf-006","foot","bàn chân","body_face","starters","🦶","foot","✅",""
"st-bf-007","feet","những bàn chân","body_face","starters","🦶","foot","⚠️ Cần xem lại (Tên emoji: foot)",""
"st-bf-008","hair","mái tóc","body_face","starters","💇","haircut_woman","✅",""
"st-bf-009","hand","bàn tay","body_face","starters","✋","raised_hand","✅",""
"st-bf-010","head","cái đầu","body_face","starters","🗣️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-bf-011","leg","cái chân","body_face","starters","🦵","leg","✅",""
"st-bf-012","mouth","cái miệng","body_face","starters","👄","lips","⚠️ Cần xem lại (Tên emoji: lips)",""
"st-bf-013","nose","cái mũi","body_face","starters","👃","nose","✅",""
"st-bf-014","smile","nụ cười / mỉm cười","body_face","starters","😊","blush","⚠️ Cần xem lại (Tên emoji: blush)",""
"mv-bf-001","back","cái lưng","body_face","movers","🔙","back","✅",""
"mv-bf-002","beard","râu quai nón","body_face","movers","🧔","bearded_person","✅",""
"mv-bf-003","blond","màu vàng hoe (tóc)","body_face","movers","👱","blonde_man","✅",""
"mv-bf-004","curly","xoăn (tóc)","body_face","movers","➰","curly_loop","✅",""
"mv-bf-005","fair","sáng màu (tóc/da)","body_face","movers","👱🏻","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-bf-006","fat","béo, mập","body_face","movers","🫃","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-bf-007","moustache","ria mép","body_face","movers","🧔","bearded_person","⚠️ Cần xem lại (Tên emoji: bearded person)",""
"mv-bf-008","neck","cái cổ","body_face","movers","🦒","giraffe","⚠️ Cần xem lại (Tên emoji: giraffe)",""
"mv-bf-009","shoulder","bờ vai","body_face","movers","🤷","woman_shrugging","❌ (Hình người nhún vai)",""
"mv-bf-010","stomach","bụng, dạ dày","body_face","movers","🤰","pregnant_woman","❌ (Hình người đàn ông mang thai)",""
"mv-bf-011","thin","gầy, ốm","body_face","movers","🥢","chopsticks","⚠️ Cần xem lại (Tên emoji: chopsticks)",""
"mv-bf-012","tooth","chiếc răng","body_face","movers","🦷","tooth","✅",""
"mv-bf-013","teeth","những chiếc răng","body_face","movers","🦷","tooth","⚠️ Cần xem lại (Tên emoji: tooth)",""
"fl-bf-001","elbow","cùi chỏ, khuỷu tay","body_face","flyers","💪","muscle","⚠️ Cần xem lại (Tên emoji: muscle)",""
"fl-bf-002","finger","ngón tay","body_face","flyers","☝️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-bf-003","knee","đầu gối","body_face","flyers","🧎","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-bf-004","toe","ngón chân","body_face","flyers","🦶","foot","⚠️ Cần xem lại (Tên emoji: foot)",""
"st-cl-001","bag","cái túi","clothes","starters","👜","handbag","✅",""
"st-cl-002","baseball cap","mũ lưỡi trai","clothes","starters","🧢","billed_hat","⚠️ Cần xem lại (Tên emoji: billed hat)",""
"st-cl-003","boots","ủng, bốt","clothes","starters","👢","boot","✅",""
"st-cl-004","clothes","quần áo","clothes","starters","👕","tshirt","⚠️ Cần xem lại (Tên emoji: tshirt)",""
"st-cl-005","dress","cái váy liền","clothes","starters","👗","dress","✅",""
"st-cl-006","glasses","mắt kính","clothes","starters","👓","eyeglasses","✅",""
"st-cl-007","handbag","túi xách tay","clothes","starters","👜","handbag","✅",""
"st-cl-008","hat","cái mũ","clothes","starters","👒","womans_hat","✅",""
"st-cl-009","jacket","áo khoác","clothes","starters","🧥","coat","⚠️ Cần xem lại (Tên emoji: coat)",""
"st-cl-010","jeans","quần jean","clothes","starters","👖","jeans","✅",""
"st-cl-011","shirt","áo sơ mi","clothes","starters","👔","necktie","⚠️ Cần xem lại (Tên emoji: necktie)",""
"st-cl-012","shoe","chiếc giày","clothes","starters","👞","mans_shoe","✅",""
"st-cl-013","shorts","quần đùi","clothes","starters","🩳","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-cl-014","skirt","chân váy","clothes","starters","👗","dress","⚠️ Cần xem lại (Tên emoji: dress)",""
"st-cl-015","sock","chiếc tất","clothes","starters","🧦","socks","✅",""
"st-cl-016","trousers","quần dài","clothes","starters","👖","jeans","⚠️ Cần xem lại (Tên emoji: jeans)",""
"st-cl-017","T-shirt","áo thun","clothes","starters","👕","tshirt","✅",""
"st-cl-018","wear","mặc, đội, mang","clothes","starters","👚","womans_clothes","⚠️ Cần xem lại (Tên emoji: womans clothes)",""
"mv-cl-001","coat","áo choàng","clothes","movers","🧥","coat","✅",""
"mv-cl-002","helmet","mũ bảo hiểm","clothes","movers","⛑️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-cl-003","scarf","khăn quàng cổ","clothes","movers","🧣","scarf","✅",""
"mv-cl-004","sweater","áo len","clothes","movers","🧶","yarn","⚠️ Cần xem lại (Tên emoji: yarn)",""
"mv-cl-005","swimsuit","đồ bơi","clothes","movers","👙","bikini","⚠️ Cần xem lại (Tên emoji: bikini)",""
"fl-cl-013","umbrella","cái ô, cái dù","clothes","flyers","☂️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-cl-014","uniform","đồng phục","clothes","flyers","🧑‍✈️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-co-001","black","màu đen","colours","starters","⬛","black_large_square","✅",""
"st-co-002","blue","màu xanh dương","colours","starters","🟦","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-co-003","brown","màu nâu","colours","starters","🟫","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-co-004","colour","màu sắc (UK)","colours","starters","🎨","art","⚠️ Cần xem lại (Tên emoji: art)",""
"st-co-005","color","màu sắc (US)","colours","starters","🎨","art","⚠️ Cần xem lại (Tên emoji: art)",""
"st-co-006","gray","màu xám (US)","colours","starters","⬜","white_large_square","⚠️ Cần xem lại (Tên emoji: white large square)",""
"st-co-007","grey","màu xám (UK)","colours","starters","⬜","white_large_square","⚠️ Cần xem lại (Tên emoji: white large square)",""
"st-co-008","green","màu xanh lá","colours","starters","🟩","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-co-009","orange","màu cam","colours","starters","🟧","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-co-010","pink","màu hồng","colours","starters","🟪","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-co-011","purple","màu tím","colours","starters","🟪","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-co-012","red","màu đỏ","colours","starters","🟥","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-co-013","white","màu trắng","colours","starters","⬜","white_large_square","✅",""
"st-co-014","yellow","màu vàng","colours","starters","🟨","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-co-001","gold","màu vàng kim","colours","flyers","🥇","1st_place_medal","⚠️ Cần xem lại (Tên emoji: 1st place medal)",""
"fl-co-002","silver","màu bạc","colours","flyers","🥈","2nd_place_medal","⚠️ Cần xem lại (Tên emoji: 2nd place medal)",""
"fl-co-003","spot","dấu chấm, đốm","colours","flyers","⏺️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-co-004","spotted","có đốm","colours","flyers","🐆","leopard","⚠️ Cần xem lại (Tên emoji: leopard)",""
"fl-co-005","stripe","đường sọc","colours","flyers","🦓","zebra","⚠️ Cần xem lại (Tên emoji: zebra)",""
"fl-co-006","striped","có sọc","colours","flyers","🦓","zebra","⚠️ Cần xem lại (Tên emoji: zebra)",""
"st-fd-001","apple","quả táo","food_drink","starters","🍎","apple","✅",""
"st-fd-002","banana","quả chuối","food_drink","starters","🍌","banana","✅",""
"st-fd-003","bean","hạt đậu","food_drink","starters","🫘","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fd-004","bread","bánh mì","food_drink","starters","🍞","bread","✅",""
"st-fd-005","breakfast","bữa sáng","food_drink","starters","🍳","fried_egg","⚠️ Cần xem lại (Tên emoji: fried egg)",""
"st-fd-006","burger","bánh kẹp thịt","food_drink","starters","🍔","hamburger","✅",""
"st-fd-007","cake","bánh ngọt","food_drink","starters","🍰","cake","✅",""
"st-fd-008","candy","kẹo (US)","food_drink","starters","🍬","candy","✅",""
"st-fd-009","carrot","củ cà rốt","food_drink","starters","🥕","carrot","✅",""
"st-fd-010","chicken","thịt gà","food_drink","starters","🍗","poultry_leg","⚠️ Cần xem lại (Tên emoji: poultry leg)",""
"st-fd-011","chips","khoai tây chiên (US/UK)","food_drink","starters","🍟","fries","⚠️ Cần xem lại (Tên emoji: fries)",""
"st-fd-012","chocolate","sô-cô-la","food_drink","starters","🍫","chocolate_bar","✅",""
"st-fd-013","coconut","quả dừa","food_drink","starters","🥥","coconut","✅",""
"st-fd-014","dinner","bữa tối","food_drink","starters","🍽️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fd-015","drink","đồ uống / uống","food_drink","starters","🥤","cup_with_straw","⚠️ Cần xem lại (Tên emoji: cup with straw)",""
"st-fd-016","eat","ăn","food_drink","starters","🍽️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fd-017","egg","quả trứng","food_drink","starters","🥚","egg","✅",""
"st-fd-018","fish","con cá / thịt cá","food_drink","starters","🐟","fish","✅",""
"st-fd-019","food","thức ăn","food_drink","starters","🍲","stew","⚠️ Cần xem lại (Tên emoji: stew)",""
"st-fd-020","fries","khoai tây chiên (US)","food_drink","starters","🍟","fries","✅",""
"st-fd-021","fruit","trái cây","food_drink","starters","🍎","apple","⚠️ Cần xem lại (Tên emoji: apple)",""
"st-fd-022","grape","quả nho","food_drink","starters","🍇","grapes","✅",""
"st-fd-023","ice cream","kem","food_drink","starters","🍦","icecream","✅",""
"st-fd-024","juice","nước ép","food_drink","starters","🧃","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fd-025","kiwi","quả kiwi","food_drink","starters","🥝","kiwi_fruit","✅",""
"st-fd-026","lemon","quả chanh tây","food_drink","starters","🍋","lemon","✅",""
"st-fd-027","lemonade","nước chanh","food_drink","starters","🍋","lemon","✅",""
"st-fd-028","lime","quả chanh ta","food_drink","starters","🍋‍🟩","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fd-029","lunch","bữa trưa","food_drink","starters","🍱","bento","⚠️ Cần xem lại (Tên emoji: bento)",""
"st-fd-030","mango","quả xoài","food_drink","starters","🥭","mango","✅",""
"st-fd-031","meat","thịt","food_drink","starters","🥩","steak","⚠️ Cần xem lại (Tên emoji: steak)",""
"st-fd-032","meatballs","thịt viên","food_drink","starters","🧆","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fd-033","milk","sữa","food_drink","starters","🥛","milk_glass","✅",""
"st-fd-034","onion","củ hành","food_drink","starters","🧅","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fd-035","orange","quả cam","food_drink","starters","🍊","tangerine","✅",""
"st-fd-036","pea","hạt đậu Hà Lan","food_drink","starters","🫛","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-fd-037","pear","quả lê","food_drink","starters","🍐","pear","✅",""
"st-fd-038","pie","bánh nướng","food_drink","starters","🥧","pie","✅",""
"st-fd-039","pineapple","quả dứa (khóm)","food_drink","starters","🍍","pineapple","✅",""
"st-fd-040","potato","củ khoai tây","food_drink","starters","🥔","potato","✅",""
"st-fd-041","rice","cơm, gạo","food_drink","starters","🍚","rice","✅",""
"st-fd-042","sausage","xúc xích","food_drink","starters","🌭","hotdog","⚠️ Cần xem lại (Tên emoji: hotdog)",""
"st-fd-043","sweet","kẹo (UK)","food_drink","starters","🍬","candy","⚠️ Cần xem lại (Tên emoji: candy)",""
"st-fd-044","tomato","quả cà chua","food_drink","starters","🍅","tomato","✅",""
"st-fd-045","water","nước","food_drink","starters","💧","droplet","⚠️ Cần xem lại (Tên emoji: droplet)",""
"st-fd-046","watermelon","quả dưa hấu","food_drink","starters","🍉","watermelon","✅",""
"mv-fd-001","bottle","cái chai","food_drink","movers","🍾","champagne","⚠️ Cần xem lại (Tên emoji: champagne)",""
"mv-fd-002","bowl","cái bát, cái chén","food_drink","movers","🥣","bowl_with_spoon","✅",""
"mv-fd-003","cheese","phô mai","food_drink","movers","🧀","cheese","✅",""
"mv-fd-004","coffee","cà phê","food_drink","movers","☕","coffee","✅",""
"mv-fd-005","cup","cái cốc","food_drink","movers","🍵","tea","⚠️ Cần xem lại (Tên emoji: tea)",""
"mv-fd-006","glass","ly thủy tinh","food_drink","movers","🥛","milk_glass","✅",""
"mv-fd-007","hungry","đói bụng","food_drink","movers","🤤","drooling_face","⚠️ Cần xem lại (Tên emoji: drooling face)",""
"mv-fd-008","milkshake","sữa lắc","food_drink","movers","🥤","cup_with_straw","⚠️ Cần xem lại (Tên emoji: cup with straw)",""
"mv-fd-009","noodles","mì sợi","food_drink","movers","🍜","ramen","⚠️ Cần xem lại (Tên emoji: ramen)",""
"mv-fd-010","pancake","bánh kếp","food_drink","movers","🥞","pancakes","✅",""
"mv-fd-011","pasta","mì Ý","food_drink","movers","🍝","spaghetti","⚠️ Cần xem lại (Tên emoji: spaghetti)",""
"mv-fd-012","picnic","chuyến dã ngoại","food_drink","movers","🧺","basket","⚠️ Cần xem lại (Tên emoji: basket)",""
"mv-fd-013","plate","cái đĩa","food_drink","movers","🍽️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-fd-014","salad","món rau trộn","food_drink","movers","🥗","green_salad","✅",""
"mv-fd-015","sandwich","bánh kẹp","food_drink","movers","🥪","sandwich","✅",""
"mv-fd-016","sauce","nước sốt","food_drink","movers","🥫","canned_food","⚠️ Cần xem lại (Tên emoji: canned food)",""
"mv-fd-017","soup","món súp","food_drink","movers","🍲","stew","⚠️ Cần xem lại (Tên emoji: stew)",""
"mv-fd-018","tea","trà","food_drink","movers","🍵","tea","✅",""
"mv-fd-019","thirsty","khát nước","food_drink","movers","🥵","hot","⚠️ Cần xem lại (Tên emoji: hot)",""
"mv-fd-020","vegetable","rau củ","food_drink","movers","🥦","broccoli","⚠️ Cần xem lại (Tên emoji: broccoli)",""
"fl-fd-021","sugar","đường","food_drink","flyers","🍚","rice","⚠️ Cần xem lại (Tên emoji: rice)",""
"fl-fd-022","taste","nếm / hương vị","food_drink","flyers","👅","tongue","⚠️ Cần xem lại (Tên emoji: tongue)",""
"fl-fd-023","yoghurt","sữa chua","food_drink","flyers","🥣","bowl_with_spoon","⚠️ Cần xem lại (Tên emoji: bowl with spoon)",""
"mv-hl-001","cold","cảm lạnh","health","movers","🤧","sneezing_face","⚠️ Cần xem lại (Tên emoji: sneezing face)",""
"mv-hl-002","cough","ho","health","movers","🗣️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-hl-003","cry","khóc","health","movers","😭","sob","⚠️ Cần xem lại (Tên emoji: sob)",""
"mv-hl-004","dentist","nha sĩ","health","movers","🦷","tooth","⚠️ Cần xem lại (Tên emoji: tooth)",""
"mv-hl-005","doctor","bác sĩ","health","movers","🩺","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-hl-006","earache","đau tai","health","movers","👂","ear","✅",""
"mv-hl-007","fall","ngã, rơi","health","movers","🤕","face_with_head_bandage","⚠️ Cần xem lại (Tên emoji: face with head bandage)",""
"mv-hl-008","fine","tốt, khỏe","health","movers","😊","blush","⚠️ Cần xem lại (Tên emoji: blush)",""
"mv-hl-009","headache","đau đầu","health","movers","🤕","face_with_head_bandage","⚠️ Cần xem lại (Tên emoji: face with head bandage)",""
"mv-hl-010","hospital","bệnh viện","health","movers","🏥","hospital","✅",""
"mv-hl-011","ill","ốm, bệnh","health","movers","🤒","face_with_thermometer","⚠️ Cần xem lại (Tên emoji: face with thermometer)",""
"mv-hl-012","matter","vấn đề","health","movers","❓","question","⚠️ Cần xem lại (Tên emoji: question)",""
"mv-hl-013","nurse","y tá","health","movers","👩‍⚕️","woman_health_worker","⚠️ Cần xem lại (Tên emoji: woman health worker)",""
"mv-hl-014","sick","ốm, bệnh","health","movers","🤢","nauseated_face","⚠️ Cần xem lại (Tên emoji: nauseated face)",""
"mv-hl-015","stomach-ache","đau bụng","health","movers","🤰","pregnant_woman","⚠️ Cần xem lại (Tên emoji: pregnant woman)",""
"mv-hl-016","temperature","nhiệt độ, sốt","health","movers","🌡️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-hl-017","tired","mệt mỏi","health","movers","🥱","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-hl-018","toothache","đau răng","health","movers","🦷","tooth","✅",""
"st-ho-001","apartment","căn hộ chung cư","home","starters","🏢","office","⚠️ Cần xem lại (Tên emoji: office)",""
"st-ho-002","armchair","ghế bành","home","starters","🪑","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-003","bath","bồn tắm","home","starters","🛁","bathtub","✅",""
"st-ho-004","bathroom","phòng tắm","home","starters","🚿","shower","⚠️ Cần xem lại (Tên emoji: shower)",""
"st-ho-005","bed","giường ngủ","home","starters","🛏️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-006","bedroom","phòng ngủ","home","starters","🛏️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-007","bookcase","tủ sách","home","starters","📚","books","✅",""
"st-ho-008","box","hộp","home","starters","📦","package","⚠️ Cần xem lại (Tên emoji: package)",""
"st-ho-009","camera","máy ảnh","home","starters","📷","camera","✅",""
"st-ho-010","chair","ghế","home","starters","🪑","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-011","clock","đồng hồ treo tường","home","starters","🕐","clock1","✅",""
"st-ho-012","computer","máy tính","home","starters","💻","computer","✅",""
"st-ho-013","cupboard","tủ đựng đồ","home","starters","🪵","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-014","desk","bàn học/làm việc","home","starters","🪵","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-015","dining room","phòng ăn","home","starters","🍽️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-016","doll","búp bê","home","starters","🪆","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-017","door","cánh cửa","home","starters","🚪","door","✅",""
"st-ho-018","flat","căn hộ","home","starters","🏠","house","⚠️ Cần xem lại (Tên emoji: house)",""
"st-ho-019","flower","bông hoa","home","starters","🌸","cherry_blossom","⚠️ Cần xem lại (Tên emoji: cherry blossom)",""
"st-ho-020","garden","khu vườn","home","starters","🌿","herb","⚠️ Cần xem lại (Tên emoji: herb)",""
"st-ho-021","hall","hành lang/sảnh","home","starters","🚪","door","⚠️ Cần xem lại (Tên emoji: door)",""
"st-ho-022","home","ngôi nhà/tổ ấm","home","starters","🏡","house_with_garden","⚠️ Cần xem lại (Tên emoji: house with garden)",""
"st-ho-023","house","ngôi nhà","home","starters","🏠","house","✅",""
"st-ho-024","kitchen","nhà bếp","home","starters","🍳","fried_egg","⚠️ Cần xem lại (Tên emoji: fried egg)",""
"st-ho-025","lamp","đèn để bàn","home","starters","💡","bulb","⚠️ Cần xem lại (Tên emoji: bulb)",""
"st-ho-026","living room","phòng khách","home","starters","🛋️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-027","mat","tấm thảm chùi chân","home","starters","🪴","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-028","mirror","gương","home","starters","🪞","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-029","phone","điện thoại","home","starters","📞","telephone_receiver","✅",""
"st-ho-030","picture","bức tranh/ảnh","home","starters","🖼️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-031","radio","đài phát thanh","home","starters","📻","radio","✅",""
"st-ho-032","room","căn phòng","home","starters","🚪","door","❌ (Hình cánh cửa)",""
"st-ho-033","rug","tấm thảm","home","starters","🟫","","❌ (Hình ô vuông màu nâu)",""
"st-ho-034","sleep","ngủ","home","starters","😴","sleeping","✅",""
"st-ho-035","sofa","ghế sofa","home","starters","🛋️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-036","table","bàn","home","starters","🪵","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ho-037","television","ti vi","home","starters","📺","tv","⚠️ Cần xem lại (Tên emoji: tv)",""
"st-ho-038","toy","đồ chơi","home","starters","🧸","teddy_bear","⚠️ Cần xem lại (Tên emoji: teddy bear)",""
"st-ho-039","tree","cái cây","home","starters","🌳","deciduous_tree","✅",""
"st-ho-040","TV","ti vi","home","starters","📺","tv","✅",""
"st-ho-041","wall","bức tường","home","starters","🧱","brick","⚠️ Cần xem lại (Tên emoji: brick)",""
"st-ho-042","watch","đồng hồ đeo tay","home","starters","⌚","watch","✅",""
"st-ho-043","window","cửa sổ","home","starters","🪟","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-ho-001","address","địa chỉ","home","movers","📍","round_pushpin","⚠️ Cần xem lại (Tên emoji: round pushpin)",""
"mv-ho-002","balcony","ban công","home","movers","🌇","city_sunrise","⚠️ Cần xem lại (Tên emoji: city sunrise)",""
"mv-ho-003","basement","tầng hầm","home","movers","🏚️","","❌ (Hình ngôi nhà đổ nát)",""
"mv-ho-004","blanket","chăn/mền","home","movers","🛏️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-ho-005","downstairs","tầng dưới","home","movers","⬇️","arrow_down","⚠️ Cần xem lại (Tên emoji: arrow down)",""
